companyname,datadate,tradingitemid,Factor_VALUE,Factor_QUALITY
"Red Hat, Inc.",31/12/2015,2642405,-2.925822005,0.531799658
Regency Centers Corporation,31/12/2015,2642539,-1.21678104,-0.062087149
"Regeneron Pharmaceuticals, Inc.",31/12/2015,2642551,-4.782001595,2.501054061
"CenterPoint Energy, Inc.",31/12/2015,2642679,0.470385598,-1.034176649
"Republic Services, Inc.",31/12/2015,2642876,0.132234384,-0.473164336
ResMed Inc.,31/12/2015,2642943,-0.53465699,0.752247618
Riocan Real Estate Investment Trust,31/12/2015,2643317,-0.773967174,NULL
Rite Aid Corporation,31/12/2015,2643359,-1.62925826,-0.025113155
Robert Half International Inc.,31/12/2015,2643447,-0.389687936,2.865221803
Rockwell Automation Inc.,31/12/2015,2643533,-0.270828521,1.205120573
Rockwell Collins Inc.,31/12/2015,2643541,-0.317691387,1.134851212
Rogers Communications Inc.,31/12/2015,2643612,-0.114869375,-0.674035737
"Roper Technologies, Inc.",31/12/2015,2643691,-0.487727526,0.170202325
Ross Stores Inc.,31/12/2015,2643725,-0.753186911,2.956863591
Royal Bank of Canada,31/12/2015,2643913,0.32125379,0.404674739
SBA Communications Corp.,31/12/2015,2644209,2.537534211,0.406549031
SEI Investments Co.,31/12/2015,2644291,-1.017014882,1.47584911
SL Green Realty Corp.,31/12/2015,2644395,-2.49412796,-0.439039325
SNC-Lavalin Group Inc.,31/12/2015,2644449,0.623100729,0.813867134
St. Jude Medical Inc.,31/12/2015,2644737,-0.21988161,0.553170267
SanDisk Corp.,31/12/2015,2648778,-0.001980611,-0.871128073
Saputo Inc.,31/12/2015,2648880,0.006261891,0.223944887
SCANA Corp.,31/12/2015,2649046,0.449257051,-0.098893048
"Henry Schein, Inc.",31/12/2015,2649082,-0.263325648,0.488723254
Schlumberger Limited,31/12/2015,2649102,0.043689328,-0.287343113
The Charles Schwab Corporation,31/12/2015,2649128,-0.865766758,0.34544072
Sealed Air Corporation,31/12/2015,2649388,-1.808265676,0.059230848
Sempra Energy,31/12/2015,2649679,0.149703363,-0.391011559
"Shaw Communications, Inc.",31/12/2015,2650012,0.205298725,-0.136895484
The Sherwin-Williams Company,31/12/2015,2650116,-3.496768848,3.237641109
Sigma-Aldrich Corporation,31/12/2015,2650367,-0.984420932,0.575792518
Simon Property Group Inc.,31/12/2015,2650575,-2.444207801,-0.744726702
Skyworks Solutions Inc.,31/12/2015,2650809,-0.442302153,3.989770418
The J. M. Smucker Company,31/12/2015,2650979,-0.211112939,-0.150103778
Snap-on Incorporated,31/12/2015,2650995,-0.208050348,0.862022766
Chemical & Mining Co. of Chile Inc.,31/12/2015,2651035,0.162174325,-0.177844635
Southern Company,31/12/2015,2651550,0.191865032,-0.668570893
Southwest Airlines Co.,31/12/2015,2651692,0.068310537,1.97919678
Southwestern Energy Company,31/12/2015,2651760,1.11448924,-2.07752203
"Stanley Black & Decker, Inc.",31/12/2015,2654325,0.149911102,0.038024492
"Staples, Inc.",31/12/2015,2654356,-2.404781126,-0.1811423
Starbucks Corporation,31/12/2015,2654392,-2.179685651,2.657550838
Starwood Hotels & Resorts Worldwide Inc.,31/12/2015,2654478,-1.113014985,0.058869745
State Street Corporation,31/12/2015,2654494,0.317145778,-0.420477407
"Stericycle, Inc.",31/12/2015,2654614,-0.836128925,0.36359169
Stryker Corporation,31/12/2015,2654974,-0.568013306,0.440584973
Sun Life Financial Inc.,31/12/2015,2655242,0.482125265,0.377176747
"SunTrust Banks, Inc.",31/12/2015,2655460,NULL,-0.483711147
Symantec Corporation,31/12/2015,2655828,1.480772378,-0.847688981
Synopsys Inc.,31/12/2015,2655888,-0.2837514,0.181317144
Sysco Corporation,31/12/2015,2655963,-0.40685863,0.409976183
"The TJX Companies, Inc.",31/12/2015,2656191,-1.090073686,3.149969267
Target Corp.,31/12/2015,2656646,0.195143071,0.446216515
Teck Resources Limited,31/12/2015,2656910,0.912572364,-1.268709777
TELUS Corporation,31/12/2015,2657323,0.059339994,-0.109941768
Tesoro Corporation,31/12/2015,2657553,0.511318647,2.04305229
Teva Pharmaceutical Industries Limited,31/12/2015,2657569,0.005254701,0.126577162
Texas Instruments Inc.,31/12/2015,2657626,-0.453156742,1.432112193
Textron Inc.,31/12/2015,2657704,0.296802381,0.613350921
"Thermo Fisher Scientific, Inc.",31/12/2015,2657778,-0.2203378,-0.033343071
3M Company,31/12/2015,2657992,-0.636658301,1.27863988
Tiffany & Co.,31/12/2015,2658066,-0.103152239,0.502828328
Toll Brothers Inc.,31/12/2015,2658293,0.213993689,-0.011861857
Torchmark Corporation,31/12/2015,2658387,0.361107499,0.232988375
The Toronto-Dominion Bank,31/12/2015,2658411,0.318089592,0.031132273
"Total System Services, Inc.",31/12/2015,2658541,-0.580425131,0.843600238
Tractor Supply Company,31/12/2015,2658773,-0.95899045,2.29166804
TransAlta Corp.,31/12/2015,2658936,2.020373583,-0.864085977
TransCanada Corporation,31/12/2015,2658963,0.152989566,-0.409702194
Trimble Inc.,31/12/2015,2659449,-0.333980717,-0.536348711
"Tyson Foods, Inc.",31/12/2015,2659929,0.375050967,1.456789058
U.S. Bancorp,31/12/2015,2660059,0.192910516,0.04340523
Union Pacific Corporation,31/12/2015,2660547,0.038256972,0.628195238
"United Parcel Service, Inc.",31/12/2015,2660877,-0.00520302,-0.004642771
"United Rentals, Inc.",31/12/2015,2660893,0.102252227,-0.916047915
United Technologies Corporation,31/12/2015,2661035,0.23481728,0.112759396
United Therapeutics Corporation,31/12/2015,2661045,-0.599519346,1.625302362
UnitedHealth Group Incorporated,31/12/2015,2661077,0.120356132,0.582247469
Universal Health Services Inc.,31/12/2015,2661198,0.138411533,0.70529063
Unum Group,31/12/2015,2661238,0.274252429,-1.131539576
Urban Outfitters Inc.,31/12/2015,2661302,0.227934837,0.93204397
V.F. Corporation,31/12/2015,2661440,-0.510776956,0.807929822
Valero Energy Corporation,31/12/2015,2661554,0.722948324,1.608279855
"Varian Medical Systems, Inc.",31/12/2015,2661962,-0.1806608,0.941499165
"Ventas, Inc.",31/12/2015,2662091,-0.712373111,-0.505685852
"VeriSign, Inc.",31/12/2015,2662202,0.98725371,0.74128988
Verizon Communications Inc.,31/12/2015,2662209,-1.515091636,1.846325639
Vertex Pharmaceuticals Incorporated,31/12/2015,2662297,-4.169348296,-1.416784346
Vornado Realty Trust,31/12/2015,2663002,-1.195488729,-0.108989285
Vulcan Materials Company,31/12/2015,2663030,-1.623943993,0.955569582
Westinghouse Air Brake Technologies Corporation,31/12/2015,2663176,-0.143405779,1.446445019
Wal-Mart Stores Inc.,31/12/2015,2663222,0.435875603,0.425745153
"Walgreens Boots Alliance, Inc.",31/12/2015,2663246,0.034520966,0.785126194
"Waste Management, Inc.",31/12/2015,2663454,-0.184970558,-0.459789634
Waters Corporation,31/12/2015,2663488,-0.621282673,0.566214252
Wells Fargo & Company,31/12/2015,2663720,0.327805134,-0.041014989
West Fraser Timber Co. Ltd.,31/12/2015,2663835,0.201030852,0.115847012
Western Digital Corporation,31/12/2015,2664030,0.559988529,0.073708581
George Weston Limited,31/12/2015,2664194,0.088914965,-0.358341806
Weyerhaeuser Co.,31/12/2015,2664274,-0.241792897,-0.894928422
Whirlpool Corp.,31/12/2015,2664300,0.298218627,0.449116348
"Whole Foods Market, Inc.",31/12/2015,2664354,0.217169724,1.006261298
"Williams Companies, Inc.",31/12/2015,2664436,-0.730769601,0.082818372
"WEC Energy Group, Inc.",31/12/2015,2664699,-0.019819221,-0.347829834
Xcel Energy Inc.,31/12/2015,2665162,0.270809372,-0.340182981
Xilinx Inc.,31/12/2015,2665190,-0.436215508,NULL
Xerox Corporation,31/12/2015,2665260,0.503922897,-0.888662165
Yahoo! Inc.,31/12/2015,2665340,-1.638777722,-0.465185281
"Yamana Gold, Inc.",31/12/2015,2665346,0.97319561,-1.098411219
"Yum! Brands, Inc.",31/12/2015,2665480,-2.430214475,1.22539005
"Zimmer Biomet Holdings, Inc.",31/12/2015,2665651,-1.287162931,-0.379223383
Arch Capital Group Ltd.,31/12/2015,2665806,0.334948401,-0.258511614
Accenture plc,31/12/2015,2665846,-1.069420144,2.034516728
Bunge Limited,31/12/2015,2665882,0.374517637,-0.08692
Credicorp Ltd.,31/12/2015,2665930,0.581204498,0.647490664
Everest Re Group Ltd.,31/12/2015,2665960,0.756556937,-0.249226047
Garmin Ltd.,31/12/2015,2665988,0.199973591,0.220892665
Ingersoll-Rand Plc,31/12/2015,2666036,0.116951572,0.070477053
Marvell Technology Group Ltd.,31/12/2015,2666094,0.960827492,-2.108452731
Nabors Industries Ltd.,31/12/2015,2666116,1.076798584,-1.266066503
PartnerRe Ltd.,31/12/2015,2666152,0.370947796,-1.027765291
RenaissanceRe Holdings Ltd.,31/12/2015,2666185,0.420738415,-0.794251218
Millicom International Cellular SA,31/12/2015,2666371,1.022836654,-0.112470416
Check Point Software Technologies Ltd.,31/12/2015,2666415,-0.736370141,1.099700078
Taro Pharmaceutical Industries Ltd.,31/12/2015,2666569,-0.200046611,2.507907229
Core Laboratories NV,31/12/2015,2666621,-0.548126593,3.01170947
Qiagen NV,31/12/2015,2666647,-0.9563091,-0.551640206
Royal Caribbean Cruises Ltd.,31/12/2015,2666883,-0.241081466,-0.321932955
Flex Ltd.,31/12/2015,2666943,0.459527385,-0.042007678
"Pepco Holdings, Inc.",31/12/2015,2944381,0.116713411,-0.854008779
Cimarex Energy Co.,31/12/2015,3182735,0.443046947,-2.410670664
Dick's Sporting Goods Inc.,31/12/2015,3346309,0.363225614,1.251019179
Wynn Resorts Ltd.,31/12/2015,3449506,4.510481455,-2.596905778
Smart Real Estate Investment Trust,31/12/2015,3558127,-0.229190719,-0.351728967
Seagate Technology plc,31/12/2015,3809426,0.168077874,0.756809733
New York Community Bancorp Inc.,31/12/2015,4056374,0.096108313,-0.465123695
AXIS Capital Holdings Limited,31/12/2015,6173863,0.586802632,-0.811273788
Crescent Point Energy Corp.,31/12/2015,6941605,0.230618656,-1.565895145
LKQ Corp.,31/12/2015,7221455,0.030239007,0.592758176
Centene Corp.,31/12/2015,7372383,0.111142364,2.057349316
Biogen Inc.,31/12/2015,7727529,-0.664964405,2.08041863
Whiting Petroleum Corp.,31/12/2015,7861001,0.987320377,-3.009521345
"NRG Energy, Inc.",31/12/2015,7958855,0.392798801,-0.454921322
Ctrip.com International Ltd.,31/12/2015,8100947,-2.41960005,-0.485869068
"Assurant, Inc.",31/12/2015,8911582,0.103938313,-0.962335354
Signature Bank,31/12/2015,9444763,-0.585163985,0.053710108
IGM Financial Inc.,31/12/2015,9976016,0.243341768,-0.385714555
"Alnylam Pharmaceuticals, Inc.",31/12/2015,10090310,1.82876439,-2.119301875
"CBRE Group, Inc.",31/12/2015,10286451,-0.184395239,0.679387728
"salesforce.com, inc.",31/12/2015,10458226,-4.578302503,-0.101266339
"Patterson Companies, Inc.",31/12/2015,10621103,-0.090674861,-0.175815965
Regions Financial Corporation,31/12/2015,10621105,0.54302291,-0.693573287
Reynolds American Inc.,31/12/2015,11042648,-0.559209271,0.563089504
Westlake Chemical Corp.,31/12/2015,11186438,0.43045051,1.099094249
Extra Space Storage Inc.,31/12/2015,11211489,-1.807078662,-0.008938787
Alphabet Inc.,31/12/2015,11311662,-0.884397652,0.841413663
Digital Realty Trust Inc.,31/12/2015,12416964,-0.872075018,-0.479953584
"Twenty-First Century Fox, Inc.",31/12/2015,12465726,0.222803456,0.364979481
Kinross Gold Corporation,31/12/2015,12867356,0.978638832,-2.470278199
"Anthem, Inc.",31/12/2015,12867396,0.53756298,0.416024342
Las Vegas Sands Corp.,31/12/2015,13061513,-0.175754599,0.207055586
Intact Financial Corporation,31/12/2015,13103399,0.209497725,0.520586286
Silver Wheaton Corp.,31/12/2015,13374873,-1.293369106,-0.812808568
Celanese Corporation,31/12/2015,13679209,0.019619184,-0.377431413
Bumrungrad Hospital Public Company Limited,31/12/2015,20106319,-2.697400584,0.955878085
Larsen & Toubro Limited,31/12/2015,20106322,-0.196590359,-0.625294917
Minor International PCL,31/12/2015,20106570,-0.679911892,-0.335045455
Thai Oil Public Company Limited,31/12/2015,20106765,-0.414033153,-0.75328882
CPFL Energia S.A.,31/12/2015,20106832,0.388410869,-0.537243463
NTT Urban Development Corporation,31/12/2015,20106840,-0.141610134,-1.157417895
Centrica plc,31/12/2015,20107083,0.592684622,-1.995957224
Dexus Property Group,31/12/2015,20107097,0.20688834,0.906710708
Proximus PLC,31/12/2015,20108637,0.016853329,0.311875075
CNOOC Ltd.,31/12/2015,20108730,0.693376664,-0.312853359
Imerys SA,31/12/2015,20108896,0.358250702,0.177483927
CapitaLand Commercial Trust,31/12/2015,20108975,-0.592013228,-0.288219665
Public Bank Berhad,31/12/2015,20109329,-0.286122328,0.490673096
Powszechna Kasa Oszczednosci Bank Polski Spolka Akcyjna,31/12/2015,20109632,0.370092669,-0.252679623
Fibria Celulose S.A.,31/12/2015,20110538,1.595471692,0.318203144
Corporación Financiera Colombiana S.A.,31/12/2015,20111006,-0.002799605,0.36913943
TERNA - Rete Elettrica Nazionale Società per Azioni,31/12/2015,20111066,-0.047348418,-0.642616553
China Mengniu Dairy Co. Ltd.,31/12/2015,20111105,0.259262152,-0.13419733
Noble Group Limited,31/12/2015,20111141,0.791609374,-0.646286013
PT Bank Central Asia Tbk,31/12/2015,20111183,-0.584685499,0.862700676
G4S plc,31/12/2015,20111329,-1.292541441,-1.305438494
"Ping An Insurance (Group) Company of China, Ltd.",31/12/2015,20111332,0.421877633,0.426350879
GS Holdings Corp.,31/12/2015,20113302,2.266157502,-0.55982453
Emaar Properties PJSC,31/12/2015,20113309,0.377241185,-0.085409122
"Grifols, S.A.",31/12/2015,20113423,-0.481967866,0.285167305
Singapore Press Holdings Limited,31/12/2015,20113724,-0.098964849,-0.368429267
Central Pattana Public Company Limited,31/12/2015,20113795,-0.843502176,0.337814419
Bangkok Dusit Medical Services Public Company Limited,31/12/2015,20113808,-1.274918318,0.048395351
Natura Cosméticos SA,31/12/2015,20113886,-0.768730224,0.306737449
Wal-Mart de Mexico SAB De CV,31/12/2015,20114179,-0.530897345,0.832674619
China Power International Development Ltd.,31/12/2015,20114227,0.615323904,-0.233829081
PT Telekomunikasi Indonesia Tbk,31/12/2015,20114229,-0.072426848,0.982013082
Dialog Group Berhad,31/12/2015,20115474,-0.509532048,0.50401908
Cencosud S.A.,31/12/2015,20115848,0.185338304,-0.596239235
AirAsia Berhad,31/12/2015,20116594,2.11968664,-1.499853973
YTL Power International Berhad,31/12/2015,20117635,0.594448304,-1.143727646
Hyundai Marine & Fire Insurance Co. Ltd.,31/12/2015,20118009,0.658260923,0.197877286
Bosch Ltd,31/12/2015,20118066,-2.049159083,0.942193831
Titan Cement Company S.A.,31/12/2015,20118116,0.059798312,-0.162076294
"Electric Power Development Co., Ltd.",31/12/2015,20118294,0.525799274,-1.062452653
Sega Sammy Holdings Inc.,31/12/2015,20118313,1.368400822,-0.561804672
Grupo Aval Acciones Y Valores S.A.,31/12/2015,20119909,0.350192931,0.351732178
"Grupo Financiero Banorte, S.A.B. de C.V.",31/12/2015,20119967,-0.170993507,-0.002911052
"Mexichem, S.A.B. de C.V.",31/12/2015,20120026,-3.473492855,-0.704303984
Industrias Penoles S.A.B. DE CV,31/12/2015,20120078,-0.035016588,-0.478656433
Itausa - Investimentos Itau S.A.,31/12/2015,20120173,-0.995009939,-0.060425153
"Nagoya Railroad Co., Ltd.",31/12/2015,20120695,0.238633838,-0.781864975
Nan Ya Plastics Corporation,31/12/2015,20120776,0.341105449,-0.276589298
Naspers Limited,31/12/2015,20120824,-4.464265715,-0.371196104
Coronation Fund Managers Limited,31/12/2015,20120825,-0.956204874,2.79211331
Nedbank Group Limited,31/12/2015,20120961,0.533907165,0.183040735
China Everbright International Ltd.,31/12/2015,20121026,-0.510760391,-0.073936577
Netcare Limited.,31/12/2015,20121114,-0.192760423,0.284724114
Newcrest Mining Limited,31/12/2015,20121123,0.26810995,-0.715300587
"Grupo Financiero Santander Mexico, S.A.B. de C.V.",31/12/2015,20123218,-0.184741803,-0.077241937
Via Varejo S.A.,31/12/2015,20123264,0.943432494,0.675169143
Usinas Siderúrgicas de Minas Gerais S.A.,31/12/2015,20123279,1.062528508,-1.687417212
"Grupo Bimbo, S.A.B. de C.V.",31/12/2015,20123349,-0.628686867,-0.228696726
Gruma S.A.B. de CV,31/12/2015,20123352,-0.441412196,0.650108
Promotora y Operadora de Infraestructura SAB de CV,31/12/2015,20123373,-0.852332216,0.455840813
"Grupo Carso, S.A.B. de C.V.",31/12/2015,20123377,-0.226239594,0.209122293
Sino Biopharmaceutical Ltd.,31/12/2015,20123830,-0.8423508,1.096368142
Adani Enterprises Limited,31/12/2015,20124018,0.885376494,-0.617684044
"LG Display Co., Ltd.",31/12/2015,20124021,0.899244742,0.1149501
DUET Group,31/12/2015,20124064,-0.404913904,-0.824791979
Beijing Enterprises Water Group Limited,31/12/2015,20124136,-0.329939671,-0.26563698
GOME Electrical Appliances Holding Limited,31/12/2015,20124246,0.572215313,-0.857701935
J Sainsbury plc,31/12/2015,20124623,0.576380943,1.106088454
Companhia Siderúrgica Nacional,31/12/2015,20124624,0.972232477,-1.742283208
Suzano Papel e Celulose S.A.,31/12/2015,20124720,NULL,-0.376475004
Admiral Group plc,31/12/2015,20124874,-0.616988675,2.46011738
"M3, Inc.",31/12/2015,20124916,-4.386998094,1.520568088
Suntec Real Estate Investment Trust,31/12/2015,20126811,-0.148179453,-0.572877039
CCC S.A.,31/12/2015,20127141,-0.468791648,1.329372661
Aviva plc,31/12/2015,20129616,0.724632574,-0.831419677
Croda International plc,31/12/2015,20129879,-0.72441654,1.680872336
Old Mutual plc,31/12/2015,20130168,0.542625785,-0.101256498
The Royal Bank of Scotland Group plc,31/12/2015,20130342,1.421101474,-1.591591681
Hanon Systems,31/12/2015,20130724,0.123230835,0.381811666
Antofagasta plc,31/12/2015,20130818,-0.216345662,-1.815579797
Ashtead Group plc,31/12/2015,20130957,-0.002550619,1.691950422
BHP Billiton plc,31/12/2015,20130991,1.12457522,-1.152547032
Barratt Developments plc,31/12/2015,20131190,0.402765895,1.877584203
The Weir Group PLC,31/12/2015,20131980,0.969588706,-0.94565655
Babcock International Group plc,31/12/2015,20132276,0.21283817,1.122968206
Vina Concha y Toro S.A.,31/12/2015,20132576,0.163289663,-0.277959799
WEG S.A.,31/12/2015,20132628,-0.352694967,0.222893555
ArcelorMittal,31/12/2015,20132881,1.162131459,-0.96742197
Standard Bank Group Limited,31/12/2015,20136560,0.508652163,0.278694309
The SPAR Group Limited,31/12/2015,20136722,-0.876821904,1.70817556
"Ferrovial, S.A.",31/12/2015,20136776,NULL,-0.38235776
AstraZeneca PLC,31/12/2015,20140348,-0.959320118,-0.226231904
BRF S.A.,31/12/2015,20140620,-0.032850405,0.333343752
H & M Hennes & Mauritz AB (publ),31/12/2015,20141092,-1.183427036,3.363568052
ASSA ABLOY AB,31/12/2015,20141328,-0.50823466,0.476655592
TDC A/S,31/12/2015,20141329,0.556794604,-0.465751425
Elisa Oyj,31/12/2015,20141407,-0.612821509,0.510656646
Svenska Handelsbanken AB (publ),31/12/2015,20141443,-0.005403774,-0.045310782
Nokia Corporation,31/12/2015,20141875,0.159394367,1.025529197
Publicis Groupe SA,31/12/2015,20142085,0.302615852,0.847392183
Orange,31/12/2015,20142434,0.069937245,-0.803092486
Fortum Oyj,31/12/2015,20143039,0.096180047,-1.007973291
St. James's Place plc,31/12/2015,20146246,-0.125579663,0.545069872
Travis Perkins plc,31/12/2015,20146297,0.241772018,0.092269752
SSE plc,31/12/2015,20146407,0.048289705,-0.260754962
Sage Group plc,31/12/2015,20146545,-0.953833368,1.038703052
Almacenes Éxito S.A.,31/12/2015,20146787,0.541053315,-0.148712706
Banco de Credito e Inversiones,31/12/2015,20146845,0.446779415,0.702293291
Fresenius SE & Co KGaA,31/12/2015,20147370,-0.187061956,0.500842223
United Internet AG,31/12/2015,20147396,-0.945107366,1.747222718
Fuchs Petrolub SE,31/12/2015,20147398,-0.610356512,1.712576986
Komercni Banka AS,31/12/2015,20147621,-0.493574888,0.082946118
Kerry Group plc,31/12/2015,20147623,-0.438493197,0.581033641
Wärtsilä Oyj Abp,31/12/2015,20147672,-0.086369973,0.57234322
Empresa Nacional de Telecomunicaciones S.A.,31/12/2015,20148045,-0.551927911,-1.136583112
"El Puerto de Liverpool, SAB de CV",31/12/2015,20148101,-0.765574005,0.241938227
Colbun S.A.,31/12/2015,20148118,-0.196407897,0.033348779
